0019	1	0+(0+(1+9))												
0025	1	0+(0+(2*5))												
0028	1	0+(0+(2+8))												
0037	1	0+(0+(3+7))												
0046	1	0+(0+(4+6))												
0055	1	0+(0+(5+5))												
0115	1	0+((1+1)*5)												
0118	1	0+(1+(1+8))												
0119	1	0+(1*(1+9))												
0124	1	0+((1+4)*2)												
0125	1	0+(1*(2*5))												
0126	1	0+(2*(6-1))												
0127	1	0+(1+(2+7))												
0128	1	0+(1*(2+8))												
0129	2	0+((2+9)-1)	(0*2)+(1+9)											
0133	1	0+(1+(3*3))												
0135	1	0+((3-1)*5)												
0136	1	0+(1+(3+6))												
0137	1	0+(1*(3+7))												
0138	1	0+((3+8)-1)												
0139	1	(0*3)+(1+9)												
0145	1	0+(1+(4+5))												
0146	1	0+(1*(4+6))												
0147	1	0+((4+7)-1)												
0149	1	(0*4)+(1+9)												
0155	1	0+(1*(5+5))												
0156	1	0+((5+6)-1)												
0159	1	(0*5)+(1+9)												
0169	1	(0*6)+(1+9)												
0179	1	(0*7)+(1+9)												
0189	1	(0*8)+(1+9)												
0199	1	(0*9)+(1+9)												
0223	1	0+(2*(2+3))												
0224	1	0+(2+(2*4))												
0225	1	(0*2)+(2*5)												
0226	3	0+(2+(2+6))	0+((2*6)-2)	0+((2*2)+6)										
0227	1	0+(2*(7-2))												
0228	1	(0*2)+(2+8)												
0229	1	0+((2/2)+9)												
0234	2	0+((3*4)-2)	0+((2*3)+4)											
0235	2	0+(2+(3+5))	(0*3)+(2*5)											
0237	1	(0*2)+(3+7)												
0238	2	0+(2*(8-3))	(0*3)+(2+8)											
0239	1	0+((3+9)-2)												
0244	1	0+(2+(4+4))												
0245	3	0+((4-2)*5)	0+((4*5)/2)	(0*4)+(2*5)										
0246	1	(0*2)+(4+6)												
0247	1	0+((2*7)-4)												
0248	3	0+((4+8)-2)	0+((4/2)+8)	(0*4)+(2+8)										
0249	1	0+(2*(9-4))												
0255	2	(0*2)+(5+5)	(0*5)+(2*5)											
0256	1	(0*6)+(2*5)												
0257	2	0+((5+7)-2)	(0*7)+(2*5)											
0258	2	(0*5)+(2+8)	(0*8)+(2*5)											
0259	1	(0*9)+(2*5)												
0266	1	0+((6+6)-2)												
0267	1	0+((6/2)+7)												
0268	3	0+((2*8)-6)	(0*6)+(2+8)	0+(6+(8/2))										
0278	1	(0*7)+(2+8)												
0288	1	(0*8)+(2+8)												
0289	2	0+((2*9)-8)	(0*9)+(2+8)											
0334	1	0+(3+(3+4))												
0337	1	(0*3)+(3+7)												
0339	1	0+((3/3)+9)												
0346	1	(0*3)+(4+6)												
0347	1	(0*4)+(3+7)												
0349	1	0+((4+9)-3)												
0355	3	0+(5*(5-3))	0+((3*5)-5)	(0*3)+(5+5)										
0356	1	0+((5*6)/3)												
0357	1	(0*5)+(3+7)												
0358	1	0+((5+8)-3)												
0367	2	0+((6+7)-3)	(0*6)+(3+7)											
0368	2	0+((3*6)-8)	0+((6/3)+8)											
0377	1	(0*7)+(3+7)												
0378	1	(0*8)+(3+7)												
0379	2	0+(7+(9/3))	(0*9)+(3+7)											
0446	2	0+((4*4)-6)	(0*4)+(4+6)											
0449	1	0+((4/4)+9)												
0455	1	(0*4)+(5+5)												
0456	2	0+(5*(6-4))	(0*5)+(4+6)											
0458	1	0+((5*8)/4)												
0459	1	0+((5+9)-4)												
0466	1	(0*6)+(4+6)												
0467	1	(0*7)+(4+6)												
0468	2	0+((6+8)-4)	(0*8)+(4+6)											
0469	1	(0*9)+(4+6)												
0477	1	0+((7+7)-4)												
0488	1	0+(8+(8/4))												
0555	1	(0*5)+(5+5)												
0556	1	(0*6)+(5+5)												
0557	2	0+(5*(7-5))	(0*7)+(5+5)											
0558	1	(0*8)+(5+5)												
0559	2	0+((5/5)+9)	(0*9)+(5+5)											
0568	1	0+(5*(8-6))												
0569	1	0+((6+9)-5)												
0578	1	0+((7+8)-5)												
0579	1	0+(5*(9-7))												
0669	1	0+((6/6)+9)												
0679	1	0+((7+9)-6)												
0688	1	0+((8+8)-6)												
0779	1	0+((7/7)+9)												
0789	1	0+((8+9)-7)												
0889	1	0+((8/8)+9)												
0899	1	0+((9+9)-8)												
0999	1	0+(9+(9/9))												
1114	1	(1+1)*(1+4)												
1115	1	1*((1+1)*5)												
1116	1	(1+1)*(6-1)												
1117	1	1+(1+(1+7))												
1118	1	1*(1+(1+8))												
1119	1	(1+(1+9))-1												
1123	3	1+((1+2)*3)	(1+1)*(2+3)	(1+(1+3))*2										
1124	3	1+(1+(2*4))	((1+1)*4)+2	1*((1+4)*2)										
1125	2	(1+(2*5))-1	5/(1-(1/2))											
1126	5	1+(1+(2+6))	(2*6)-(1+1)	((1+1)*2)+6	((1+1)*6)-2	1*(2*(6-1))								
1127	3	1*(1+(2+7))	(1+1)*(7-2)	2*(7-(1+1))										
1128	1	(1+(2+8))-1												
1129	4	((1+1)/2)+9	(1+9)*(2-1)	1*((2+9)-1)	(2/(1+1))+9									
1133	1	1*(1+(3*3))												
1134	4	(3*4)-(1+1)	((1+1)*3)+4	1+(3*(4-1))	(1+4)*(3-1)									
1135	2	1+(1+(3+5))	1*((3-1)*5)											
1136	2	1*(1+(3+6))	(3-1)*(6-1)											
1137	1	(1+(3+7))-1												
1138	2	(1+1)*(8-3)	1*((3+8)-1)											
1139	1	(3+9)-(1+1)												
1144	1	1+(1+(4+4))												
1145	3	(4-(1+1))*5	1*(1+(4+5))	(4*5)/(1+1)										
1146	1	(1+(4+6))-1												
1147	2	1*((4+7)-1)	((1+1)*7)-4											
1148	3	(4+8)-(1+1)	(1+(1/4))*8	(4/(1+1))+8										
1149	1	(1+1)*(9-4)												
1155	1	(1+(5+5))-1												
1156	1	1*((5+6)-1)												
1157	1	(5+7)-(1+1)												
1158	1	8/(1-(1/5))												
1166	1	(6+6)-(1+1)												
1167	1	(6/(1+1))+7												
1168	2	((1+1)*8)-6	6+(8/(1+1))											
1189	1	((1+1)*9)-8												
1199	1	(1+(1/9))*9												
1222	2	(1+(2+2))*2	(1+(2*2))*2											
1223	3	1*(2*(2+3))	2*((2*3)-1)	((1+3)*2)+2										
1224	5	((1+2)*2)+4	1*(2+(2*4))	((1/2)+2)*4	((1+2)*4)-2	2*((2+4)-1)								
1225	6	1+(2+(2+5))	1+((2*2)+5)	(1+(2/2))*5	(2*5)*(2-1)	((1+5)*2)-2	2+(2*(5-1))							
1226	4	1*(2+(2+6))	1*((2*6)-2)	1*((2*2)+6)	((1+6)-2)*2									
1227	4	(2+(2+7))-1	((2*2)+7)-1	1*(2*(7-2))	(2*(7-1))-2									
1228	4	1+((2/2)+8)	(2+8)*(2-1)	2*(8-(1+2))	(1+(8/2))*2									
1229	2	(1+(2+9))-2	1*((2/2)+9)											
1233	5	1+((2*3)+3)	(2+(3*3))-1	(2+3)*(3-1)	((1+3)*3)-2	2*((3+3)-1)								
1234	7	1+(2+(3+4))	1*((3*4)-2)	1*((2*3)+4)	(3-(1/2))*4	((2*4)+3)-1	(1+(3/2))*4	2+((3-1)*4)						
1235	7	((1+3)-2)*5	((2*3)+5)-1	1*(2+(3+5))	1+(3*(5-2))	((1+3)*5)/2	(3*(5-1))-2	5/((3/2)-1)						
1236	7	(1+(2/3))*6	(2+(3+6))-1	(1+(2*6))-3	1+((3*6)/2)	(2*(3-1))+6	(2-(1/3))*6	((3-1)*6)-2						
1237	5	(2-1)*(3+7)	(2*7)-(1+3)	(3-1)*(7-2)	((1+7)-3)*2	((3*7)-1)/2								
1238	3	(1+(3+8))-2	1*(2*(8-3))	((1+3)/2)+8										
1239	7	((1+2)/3)+9	(1+9)*(3-2)	1*((3+9)-2)	((3-1)/2)+9	2*(9-(1+3))	(2/(3-1))+9	(3/(1+2))+9						
1244	5	1*(2+(4+4))	(1+4)*(4-2)	((1+4)*4)/2	(2*(4-1))+4	(4*(4-1))-2								
1245	5	(2+(4+5))-1	1*((4-2)*5)	1*((4*5)/2)	2/(1-(4/5))	5/(1-(2/4))								
1246	4	(2-1)*(4+6)	((1+6)*2)-4	(4-2)*(6-1)	(4*(6-1))/2									
1247	4	(1+(4+7))-2	1*((2*7)-4)	1+((4/2)+7)	4*((7/2)-1)									
1248	4	1*((4+8)-2)	1*((4/2)+8)	((1+8)-4)*2	(2*(8-1))-4									
1249	3	(4+9)-(1+2)	1*(2*(9-4))	((4/2)+9)-1										
1255	4	5*(5-(1+2))	((1+2)*5)-5	(2-1)*(5+5)	(5*(5-1))/2									
1256	5	(1+(5+6))-2	5*((6/2)-1)	2/((6/5)-1)	(5*6)/(1+2)	6/(1-(2/5))								
1257	3	1*((5+7)-2)	(1+(2*7))-5	((1+5)/2)+7										
1258	4	(5+8)-(1+2)	(2*8)-(1+5)	((5-1)/2)+8	1+(5+(8/2))									
1259	2	((1+9)-5)*2	((1+9)/2)+5											
1266	2	1*((6+6)-2)	1+(6+(6/2))											
1267	4	(6+7)-(1+2)	1*((6/2)+7)	((1+7)*2)-6	((1+7)/2)+6									
1268	5	((1+2)*6)-8	1*((2*8)-6)	1*(6+(8/2))	((6/2)+8)-1	(6/(1+2))+8								
1269	2	(2*(9-1))-6	6+((9-1)/2)											
1277	1	7+((7-1)/2)												
1278	2	(1+(2*8))-7	(7+(8/2))-1											
1279	2	(2*9)-(1+7)	7+(9/(1+2))											
1288	2	(1+(2/8))*8	((1+8)*2)-8											
1289	1	1*((2*9)-8)												
1299	2	(1+(2*9))-9	1+((9+9)/2)											
1333	2	1+(3+(3+3))	((1/3)+3)*3											
1334	3	(1+(3*4))-3	(3*(3-1))+4	1*(3+(3+4))										
1335	2	(1+(3/3))*5	(3+(3+5))-1											
1336	1	1+(3*(6-3))												
1337	1	(1+(7/3))*3												
1338	2	1+((3/3)+8)	(3-1)*(8-3)											
1339	2	(1+(3+9))-3	1*((3/3)+9)											
1344	1	(3+(4+4))-1												
1345	6	((1+4)-3)*5	(3*5)-(1+4)	((1+4)*3)-5	(1+4)*(5-3)	(4*5)/(3-1)	4/(1-(3/5))							
1346	2	((1+3)*4)-6	((1+4)*6)/3											
1347	2	1+(3*(7-4))	((3-1)*7)-4											
1348	2	(1+(4+8))-3	(4/(3-1))+8											
1349	7	((1+3)/4)+9	(1+9)*(4-3)	(3-1)*(9-4)	1*((4+9)-3)	((4-1)/3)+9	(3/(4-1))+9	(4/(1+3))+9						
1355	3	1*(5*(5-3))	1*((3*5)-5)	((1+5)*5)/3										
1356	6	(1+(3*5))-6	1*((5*6)/3)	5*(6-(1+3))	(3*(6-1))-5	(5-3)*(6-1)	5/(1-(3/6))							
1357	2	(1+(5+7))-3	(5*(7-1))/3											
1358	5	1+(3*(8-5))	1*((5+8)-3)	((1+5)*3)-8	((1+5)/3)+8	(5*8)/(1+3)								
1359	2	(5+9)-(1+3)	5*((9/3)-1)											
1366	2	(1+(6+6))-3	(6*(6-1))/3											
1367	4	(3*6)-(1+7)	1*((6+7)-3)	1+((6/3)+7)	(6/(3-1))+7									
1368	6	(6+8)-(1+3)	1*((3*6)-8)	1*((6/3)+8)	((3-1)*8)-6	6*((8/3)-1)	6+(8/(3-1))							
1369	4	(1+(3*6))-9	1+(3*(9-6))	((6/3)+9)-1	1+(6+(9/3))									
1377	2	(7+7)-(1+3)	(1+(3/7))*7											
1378	3	(3*(7-1))-8	((7-1)/3)+8	((1+8)/3)+7										
1379	1	1*(7+(9/3))												
1388	1	8+(8/(1+3))												
1389	2	((3-1)*9)-8	(8+(9/3))-1											
1445	2	(1+(4/4))*5	(4*4)-(1+5)											
1446	3	(1+4)*(6-4)	1*((4*4)-6)	(1+(6/4))*4										
1447	1	(1+(4*4))-7												
1448	2	1+((4/4)+8)	((1+4)*8)/4											
1449	2	(1+(4+9))-4	1*((4/4)+9)											
1455	2	((1+5)-4)*5	((4-1)*5)-5											
1456	4	1*(5*(6-4))	(4*(5-1))-6	(5*6)/(4-1)	5/((6/4)-1)									
1457	4	(1+4)*(7-5)	5*(7-(1+4))	((1+7)*5)/4	4/((7/5)-1)									
1458	3	(1+(5+8))-4	1*((5*8)/4)	5/(1-(4/8))										
1459	8	((1+4)/5)+9	(1+9)*(5-4)	(4*5)-(1+9)	1*((5+9)-4)	((5-1)/4)+9	(5*(9-1))/4	(4/(5-1))+9	(5/(1+4))+9					
1466	3	(1+(4/6))*6	1+((6*6)/4)	(6-1)*(6-4)										
1467	1	(1+(6+7))-4												
1468	5	(1+4)*(8-6)	((4-1)*6)-8	1*((6+8)-4)	((6-1)*8)/4	(6/(4-1))+8								
1469	2	(6+9)-(1+4)	(1+(9/6))*4											
1477	1	1*((7+7)-4)												
1478	3	(7+8)-(1+4)	((1+7)/4)+8	1+(7+(8/4))										
1479	2	(1+4)*(9-7)	7+(9/(4-1))											
1488	1	1*(8+(8/4))												
1489	3	((8/4)+9)-1	8+((9-1)/4)	8*((9/4)-1)										
1555	1	(1+(5/5))*5												
1556	1	((1+6)-5)*5												
1557	1	1*(5*(7-5))												
1558	3	1+((5/5)+8)	5*(8-(1+5))	(5*8)/(5-1)										
1559	2	(1+(5+9))-5	1*((5/5)+9)											
1566	1	(1+(6/6))*5												
1567	2	(6-1)*(7-5)	((1+7)-6)*5											
1568	3	(1+(6+8))-5	1*(5*(8-6))	6/((8/5)-1)										
1569	8	((1+5)/6)+9	(1+9)*(6-5)	1*((6+9)-5)	((6-1)/5)+9	5*(9-(1+6))	(5/(6-1))+9	5/((9/6)-1)	(6/(1+5))+9					
1577	3	(1+(7+7))-5	(1+(7*7))/5	(1+(7/7))*5										
1578	2	1*((7+8)-5)	((1+8)-7)*5											
1579	2	(7+9)-(1+5)	1*(5*(9-7))											
1588	3	(8+8)-(1+5)	(1+(8/8))*5	8+(8/(5-1))										
1589	3	((1+9)-8)*5	((1+9)/5)+8	8/((9/5)-1)										
1599	1	(1+(9/9))*5												
1668	2	1+((6/6)+8)	(6-1)*(8-6)											
1669	3	(1+(6+9))-6	1*((6/6)+9)	(1+(6/9))*6										
1678	1	(1+(7+8))-6												
1679	7	((1+6)/7)+9	(1+9)*(7-6)	(6-1)*(9-7)	1*((7+9)-6)	((7-1)/6)+9	(6/(7-1))+9	(7/(1+6))+9						
1688	1	1*((8+8)-6)												
1689	1	(8+9)-(1+6)												
1778	1	1+((7/7)+8)												
1779	2	(1+(7+9))-7	1*((7/7)+9)											
1788	1	(1+(8+8))-7												
1789	6	((1+7)/8)+9	(1+9)*(8-7)	1*((8+9)-7)	((8-1)/7)+9	(7/(8-1))+9	(8/(1+7))+9							
1799	1	(9+9)-(1+7)												
1888	1	1+(8+(8/8))												
1889	2	(1+(8+9))-8	1*((8/8)+9)											
1899	8	1+(8+(9/9))	((1+8)/9)+9	(1+9)*(9-8)	1*((9+9)-8)	9+((9-1)/8)	((9*9)-1)/8	(8/(9-1))+9	9+(9/(1+8))					
1999	2	(1+(9+9))-9	1*(9+(9/9))											
2222	2	2+(2*(2+2))	2+(2*(2*2))											
2223	4	2+(2+(2*3))	((2+2)*3)-2	(2*(2*3))-2	(2*2)+(2*3)									
2224	4	2+(2+(2+4))	2+((2*2)+4)	(2*(2+4))-2	2*((2/2)+4)									
2225	3	(2+(2*5))-2	((2+2)*5)/2	((2*2)-2)*5										
2226	3	2+(2*(6-2))	2*(6-(2/2))	2*(2+(6/2))										
2227	3	(2*7)-(2+2)	2+((2/2)+7)	(2*7)-(2*2)										
2228	4	(2+(2+8))-2	(2*(8-2))-2	((2+2)/2)+8	((2*2)+8)-2									
2229	4	(2+9)-(2/2)	2*(9-(2+2))	2*(9-(2*2))	(2+(2*9))/2									
2233	4	2+(2+(3+3))	(2*(3+3))-2	(2*2)+(3+3)	(2/2)+(3*3)									
2234	5	2*((3+4)-2)	2*((2*4)-3)	(2+3)*(4-2)	((2+3)*4)/2	2*(3+(4/2))								
2235	3	(2*5)*(3-2)	(3-(2/2))*5	5/(2-(3/2))										
2236	5	((2*3)+6)-2	2*((2+6)-3)	(2/2)+(3+6)	(3*(6-2))-2	(2+(3*6))/2								
2237	2	(2+(3+7))-2	2+(2*(7-3))											
2238	5	(2+8)*(3-2)	(3+8)-(2/2)	((3*8)/2)-2	(2*8)-(2*3)	(2*3)+(8/2)								
2239	4	(2+(2+9))-3	(2*(9-3))-2	((2*2)+9)-3	2*(2+(9/3))									
2244	5	(2+(2/4))*4	2+(4*(4-2))	((2*4)+4)-2	2+((4*4)/2)	(2*4)+(4/2)								
2245	4	(2/2)+(4+5)	(4*(5-2))-2	(2*(2+5))-4	(2*(5-2))+4									
2246	9	((4-2)*6)-2	((2+2)*4)-6	(2+(4+6))-2	(2*(4-2))+6	(2*(2*4))-6	(2+(2*6))-4	2+((4/2)+6)	((4*6)/2)-2	(2*6)-(4/2)				
2247	6	2*((2+7)-4)	(4+7)-(2/2)	((2+4)/2)+7	(4-2)*(7-2)	2*(7-(4/2))	(4*(7-2))/2							
2248	4	2+(2*(8-4))	(2*8)-(2+4)	2+(4+(8/2))	((2*8)+4)/2									
2249	9	((2+2)/4)+9	((2*2)/4)+9	(2/(4-2))+9	(2*(9-2))-4	((4-2)/2)+9	(2*9)-(2*4)	4*((9/2)-2)	(4/(2+2))+9	(4/(2*2))+9				
2255	3	(2+(5+5))-2	2*((2*5)-5)	5/((5/2)-2)										
2256	5	(5+6)-(2/2)	5*(6-(2+2))	5*(6-(2*2))	2+(5+(6/2))	(5*(6-2))/2								
